TotalBsmtSF,ScreenPorch,PoolArea,BsmtFinSF2,LowQualFinSF,HalfBath,BsmtFinSF1,BedroomAbvGr,OpenPorchSF,BsmtHalfBath,house_Age,GarageCars,GrLivArea,WoodDeckSF,Fireplaces,LotFrontage,MasVnrArea,EnclosedPorch,2ndFlrSF,BsmtUnfSF,BsmtFullBath,3SsnPorch,LotArea,OverallCond,OverallQual,FullBath,KitchenAbvGr,SalePrice,MiscVal,MSSubClass,MSZoning,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,MiscFeature,SaleType,SaleCondition,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence
880,0,0,0,0,1,0,2,120,0,13,2,1716,0,1,70.0,0.0,0,807,880,0,0,8750,5,7,2,1,191000,0,60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
756,0,0,0,0,0,0,3,0,0,102,1,1469,57,0,60.0,0.0,239,713,756,0,0,10320,7,6,1,1,135000,0,50,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,MnPrv
2109,0,0,0,0,1,1696,2,46,0,13,3,2113,236,1,91.0,660.0,0,0,413,1,0,10437,6,8,2,1,350000,0,20,RL,Lvl,Inside,NoRidge,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,Gd,Gd,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
525,0,0,0,0,1,0,3,0,0,39,1,1092,0,0,21.0,381.0,0,567,525,0,0,1680,5,6,1,1,88000,0,160,RM,Lvl,Inside,BrDale,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,CBlock,GasA,Y,Detchd,,WD,Family,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1053,0,0,0,0,1,806,3,0,0,49,1,1053,0,0,72.0,54.0,0,0,247,1,0,10007,7,5,1,1,145500,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,MnPrv
776,0,0,0,0,1,0,3,0,0,77,1,1502,0,1,60.0,0.0,112,651,776,0,0,7200,6,7,1,1,149000,0,70,RL,HLS,Inside,Crawfor,Norm,1Fam,2Story,Gable,CompShg,Stucco,Wd Shng,,BrkTil,GasA,Y,Attchd,,WD,Normal,Reg,Mod,TA,Fa,Gd,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,Gd,RFn,TA,P,,MnPrv
912,0,0,0,0,0,0,3,0,1,62,1,1458,192,1,78.0,0.0,0,546,912,0,0,17503,5,6,1,1,97500,0,50,RL,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,,CBlock,GasA,Y,Attchd,,WD,Abnorml,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,Gd,Unf,TA,Y,,
1486,0,0,0,0,0,637,3,0,0,45,2,1486,0,0,75.0,0.0,0,0,849,1,0,9937,7,5,1,1,167000,0,20,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,MnPrv
793,0,0,0,0,1,0,3,113,0,31,2,1935,0,1,70.0,233.0,252,793,793,0,0,12384,7,7,2,1,197900,0,60,RL,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,TA,RFn,TA,Y,,
1629,0,0,180,0,1,1361,4,76,0,15,3,2448,517,1,52.0,528.0,0,762,88,1,0,46589,7,8,2,1,402000,0,60,RL,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR2,Gtl,Gd,TA,Gd,Gd,No,GLQ,Rec,Ex,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
1392,0,0,0,0,0,0,2,0,0,41,2,1392,0,2,120.0,216.0,240,0,1392,1,0,13560,3,6,1,1,110000,0,20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Fa,Fa,No,Unf,Unf,Gd,SBrkr,TA,Maj2,TA,RFn,TA,Y,,
1138,0,0,180,0,0,920,3,0,0,36,2,1181,0,0,90.0,0.0,180,0,38,1,0,10012,5,4,2,1,137500,0,85,RL,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Av,BLQ,Rec,TA,SBrkr,TA,Typ,,RFn,TA,Y,,MnPrv
2077,0,0,0,0,1,1721,1,267,0,1,3,2097,192,1,49.0,0.0,0,0,356,1,0,20896,5,8,1,1,423000,0,20,RL,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,IR2,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,SBrkr,Ex,Typ,Ex,Fin,TA,Y,,
1406,0,0,0,0,1,0,3,124,0,6,2,1936,188,1,106.0,40.0,0,482,1406,0,0,11194,5,8,2,1,230500,0,60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
1021,0,0,723,0,1,187,3,265,0,42,2,2380,0,1,70.0,113.0,0,915,111,0,0,18450,5,6,2,1,129000,0,60,RL,Lvl,Inside,NAmes,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,CBlock,GasA,Y,CarPort,,WD,Abnorml,IR1,Gtl,TA,Gd,Gd,TA,No,LwQ,Rec,TA,SBrkr,TA,Sev,Po,Unf,TA,Y,,
1408,0,0,0,0,0,1138,3,42,0,14,2,1679,224,1,65.0,258.0,0,0,270,1,0,8125,5,6,2,1,193500,0,20,RL,Lvl,Inside,SawyerW,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,Fa,RFn,TA,Y,,
1188,0,0,0,0,1,988,3,0,0,50,2,1437,304,1,70.0,0.0,0,0,200,1,0,14175,6,5,1,1,168000,0,20,RL,Bnk,Corner,Sawyer,Norm,1Fam,1Story,Gable,CompShg,CemntBd,Wd Sdng,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Mod,TA,TA,TA,TA,No,Rec,Unf,Gd,SBrkr,TA,Min2,TA,Unf,TA,Y,,
700,0,0,0,0,0,0,2,0,0,84,1,1180,0,1,80.0,0.0,67,0,700,0,0,11600,5,4,1,1,137500,0,30,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,SBrkr,Fa,Typ,Gd,Unf,TA,Y,,
738,0,0,0,0,1,193,3,35,0,4,2,1476,100,0,64.0,0.0,0,738,545,1,0,8633,5,6,2,1,173500,0,60,RL,Lvl,FR2,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,Fin,TA,Y,,
672,0,0,0,0,0,551,3,0,0,84,1,1369,147,0,54.0,0.0,0,672,121,1,0,6629,6,6,2,1,103600,0,70,RH,Lvl,Inside,Edwards,Artery,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,N,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1208,0,0,0,0,1,767,3,42,0,29,2,1208,198,1,70.0,0.0,0,0,441,1,0,11250,6,6,1,1,165000,0,20,RL,Lvl,Inside,Veenker,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,TA,RFn,TA,Y,,
1477,200,0,0,0,0,1186,3,87,0,50,2,1839,0,2,110.0,106.0,0,0,291,1,0,14442,7,6,2,1,257500,0,20,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
1136,0,0,0,0,0,892,3,0,0,43,1,1136,426,1,80.0,0.0,0,0,244,1,0,9200,6,6,1,1,140000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,Gd,RFn,TA,Y,,
855,0,0,0,0,1,311,3,0,0,31,2,1441,28,1,24.0,0.0,0,586,544,0,0,2289,6,6,2,1,148500,0,160,RL,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,TA,Unf,TA,Y,,
1095,0,0,0,0,0,0,4,0,0,106,3,1774,0,0,60.0,0.0,90,679,1095,1,0,9600,2,4,2,2,87000,0,70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Stucco,,BrkTil,GasW,N,2Types,,WD,Normal,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,SBrkr,TA,Min2,,Unf,Fa,N,,
768,0,0,0,0,0,0,2,0,0,85,1,792,316,0,52.0,0.0,120,0,768,0,0,9022,8,5,1,1,109500,0,30,RL,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,,Unf,Fa,N,,
2046,0,0,0,0,1,0,3,82,0,1,3,2046,322,1,80.0,464.0,0,0,2046,0,0,11844,5,8,2,1,372500,0,20,RL,Lvl,Inside,StoneBr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,New,Partial,IR1,Gtl,Gd,TA,Ex,TA,Mn,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
988,0,0,0,0,0,827,3,0,0,46,2,988,0,0,70.0,57.0,0,0,161,1,0,9945,5,5,1,1,128500,0,20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
923,0,0,119,0,0,543,2,0,0,30,1,923,80,1,50.0,0.0,0,0,261,0,0,8012,5,6,2,1,143000,0,120,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,BLQ,BLQ,TA,SBrkr,TA,Typ,TA,RFn,TA,Y,,
793,0,0,0,0,0,182,3,0,0,77,1,1520,0,0,55.0,0.0,56,672,611,0,0,4500,5,5,1,1,159434,0,50,RH,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,Stucco,,BrkTil,GasA,Y,Detchd,,WD,Abnorml,IR2,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
1291,0,0,0,0,0,1003,2,0,0,12,2,1291,307,1,70.0,0.0,0,0,288,1,0,2887,5,6,1,1,173000,0,120,RL,HLS,Inside,ClearCr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Unf,TA,Y,,
1626,0,0,0,0,0,1059,3,45,0,5,3,1668,257,1,90.0,215.0,0,0,567,1,0,11248,5,9,2,1,285000,0,20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
1195,0,0,0,0,1,0,4,81,0,12,2,1839,0,0,58.0,30.0,0,644,1195,0,0,16770,5,7,2,1,221000,0,60,RL,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR2,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Fin,TA,Y,,
1190,0,0,182,0,0,828,3,0,0,23,2,2090,219,1,70.0,0.0,0,900,180,1,0,5062,5,7,2,1,207500,0,160,RL,Lvl,CulDSac,StoneBr,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,LwQ,Gd,SBrkr,Gd,Min1,TA,Fin,TA,Y,,
874,0,0,0,0,0,0,3,105,0,0,2,1761,144,0,84.0,0.0,0,887,874,0,0,10207,6,7,3,1,227875,0,60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,,Fin,TA,Y,,
551,0,0,0,0,1,239,2,60,0,3,2,1102,0,0,70.0,0.0,0,551,312,0,0,5105,5,7,2,1,148800,0,160,FV,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,,PConc,GasA,Y,Detchd,,WD,Normal,IR2,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,Unf,TA,Y,,
1419,0,0,0,0,0,945,2,0,0,0,2,1419,140,1,60.0,0.0,0,0,474,1,0,8089,6,8,2,1,392000,0,20,RL,HLS,Inside,StoneBr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,,New,Partial,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
1362,0,0,0,0,0,20,2,28,0,2,2,1362,192,1,61.0,256.0,0,0,1342,0,0,7577,5,6,2,1,194700,0,120,RL,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
848,0,0,0,0,0,697,1,0,0,4,2,848,149,1,70.0,147.0,0,0,151,1,0,4426,5,6,1,1,141000,0,120,RM,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
2444,0,0,0,0,1,1455,4,50,1,13,3,4316,382,2,104.0,1170.0,0,1872,989,0,0,21535,6,10,3,1,755000,0,60,RL,Lvl,Corner,NoRidge,Norm,1Fam,2Story,Gable,WdShngl,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,SBrkr,Ex,Typ,Ex,Fin,TA,Y,,
1210,0,0,0,0,1,965,4,27,0,17,2,2519,320,2,42.0,293.0,0,1281,245,1,0,26178,5,7,2,1,335000,0,60,RL,Lvl,Inside,Timber,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
1073,0,0,0,0,0,0,2,0,0,85,1,1073,0,0,60.0,0.0,112,0,1073,0,0,5400,6,5,1,1,108480,0,30,RL,Lvl,Corner,OldTown,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,Y,Detchd,,WD,Abnorml,Reg,Sev,TA,TA,TA,TA,No,Unf,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
927,0,0,0,0,1,0,3,0,0,73,2,1539,112,0,51.0,0.0,0,472,927,0,0,6120,6,5,1,1,141500,0,50,RM,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Fa,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,MnPrv
1112,0,0,40,0,0,980,2,0,0,19,2,1137,125,1,54.0,72.0,0,0,92,1,0,13811,6,6,2,1,176000,0,20,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,Gd,Gd,No,GLQ,LwQ,Gd,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
616,0,0,0,0,0,616,2,0,0,85,1,616,0,0,50.0,0.0,129,0,0,0,0,6000,7,5,1,1,89000,0,30,RM,Lvl,Inside,BrkSide,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
980,0,0,551,0,0,210,2,0,1,54,1,1148,0,0,57.0,0.0,0,0,219,0,0,6420,7,5,1,1,123500,0,20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,Ex,Gd,Mn,LwQ,ALQ,Fa,FuseA,TA,Typ,,Unf,TA,Y,,
894,0,0,117,0,0,553,3,144,0,45,1,894,416,1,65.0,0.0,0,0,224,1,0,8450,8,5,1,1,138500,0,20,RL,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,GLQ,BLQ,Ex,SBrkr,TA,Typ,Gd,Unf,TA,Y,,MnPrv
1391,0,0,0,0,0,16,2,158,0,4,2,1391,156,0,59.0,0.0,0,0,1375,0,0,4282,5,7,2,1,196000,0,120,FV,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR2,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1800,0,0,0,0,0,1274,3,78,0,4,3,1800,270,1,85.0,630.0,0,0,526,1,0,14331,5,8,2,1,312500,0,20,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
1164,0,0,0,0,1,0,3,0,0,37,2,1164,0,0,80.0,168.0,0,0,1164,0,0,9600,5,7,1,1,140000,0,20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,COD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1234,0,0,0,0,1,0,4,100,0,0,3,2576,324,1,82.0,466.0,0,1312,1234,0,0,12438,5,8,2,1,361919,0,60,RL,Lvl,Inside,StoneBr,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,,New,Partial,IR1,Gtl,Ex,TA,Ex,Gd,No,Unf,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,Y,,
360,0,0,0,0,0,0,4,0,0,110,2,1812,344,1,76.0,0.0,40,780,360,0,0,7630,9,5,2,2,140000,0,190,RM,Lvl,Inside,OldTown,Feedr,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,Gd,TA,No,Unf,Unf,Gd,SBrkr,Gd,Typ,Po,Unf,TA,N,,MnPrv
1473,0,0,0,0,0,712,3,35,0,6,2,1484,0,0,70.0,109.0,0,0,761,1,144,8400,5,7,2,1,213000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
0,0,0,0,0,0,0,3,0,0,80,0,1092,0,0,70.0,0.0,0,720,0,0,0,5600,5,4,2,2,55000,3500,190,RM,Lvl,Inside,IDOTRR,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,,Slab,GasA,N,,Othr,WD,Normal,Reg,Gtl,Fa,Fa,,,,,,Fa,SBrkr,Fa,Mod,,,,N,,
1643,0,0,0,0,0,1219,2,48,0,36,2,1824,380,2,70.0,351.0,0,0,424,1,0,115149,5,7,2,1,302000,0,20,RL,Low,CulDSac,ClearCr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Stone,CBlock,GasA,Y,Attchd,,WD,Normal,IR2,Sev,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
1324,0,0,0,0,0,863,2,38,0,3,2,1324,192,1,48.0,176.0,0,0,461,1,0,6240,5,8,2,1,254000,0,120,RL,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
728,0,0,0,0,1,0,3,24,0,0,2,1456,100,1,65.0,0.0,0,728,728,0,0,9018,5,7,2,1,179540,0,60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
876,0,0,0,0,0,0,3,0,0,42,1,904,0,0,70.0,41.0,0,0,876,0,0,7162,7,5,1,1,109900,0,20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,PConc,GasA,Y,Attchd,,WD,Abnorml,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,MnPrv
270,0,0,0,0,0,0,2,0,0,73,0,729,0,0,56.0,0.0,0,0,270,0,0,4130,6,3,1,1,52000,0,30,RL,Lvl,Inside,BrkSide,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,CBlock,GasA,Y,,,WD,Normal,IR1,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Maj2,,,,N,,
859,0,0,0,0,0,0,2,0,0,110,1,1178,68,0,66.0,0.0,98,319,859,0,0,8712,7,4,1,1,102776,0,50,C (all),HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,Stone,GasA,Y,Detchd,,WD,Abnorml,Reg,Mod,TA,TA,TA,TA,Mn,Unf,Unf,Gd,SBrkr,TA,Typ,,RFn,TA,N,,
1228,0,0,0,0,0,767,2,120,0,20,2,1228,168,1,40.0,0.0,0,0,461,1,0,4671,5,8,2,1,189000,0,120,RL,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
960,0,0,0,0,0,789,3,288,0,36,2,960,0,0,60.0,160.0,0,0,171,1,0,9873,5,4,1,1,129000,0,190,RL,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasW,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
725,0,0,0,0,1,533,3,44,0,34,2,1479,0,0,70.0,289.0,0,754,192,0,0,13517,8,6,2,1,130500,0,60,RL,Lvl,CulDSac,Sawyer,RRAe,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,TA,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
